상품주문번호,주문번호,결제일,주문상태,상품명,옵션정보,수량,상품가격,옵션가격,판매가,구매자명,배송지,결제수단
20260410-0001790,20260410-0001790,2026-04-10 14:09:49,배송완료,가비지타임 머그컵,색상/타입:블랙,3,18000,0,54000,구매자3809,전라북도,신용카드
20260410-0001791,20260410-0001791,2026-04-10 15:41:08,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자3202,인천광역시,네이버페이
20260410-0001792,20260410-0001792,2026-04-10 09:25:11,배송완료,냐한 남자 2026 다이어리,색상/타입:위클리,3,19000,0,57000,구매자5536,충청남도,휴대폰
20260410-0001793,20260410-0001793,2026-04-10 13:49:12,배송완료,신의 탑 봉제 인형,색상/타입:M,4,39000,0,156000,구매자7774,경기도,네이버페이
20260410-0001794,20260410-0001794,2026-04-10 17:07:20,배송완료,가비지타임 머그컵,색상/타입:블랙,2,18000,0,36000,구매자8075,대전광역시,네이버페이
20260410-0001795,20260410-0001795,2026-04-10 11:38:08,배송완료,냐한 남자 봉제 인형,색상/타입:M,1,39000,0,39000,구매자2752,대전광역시,네이버페이
20260410-0001796,20260410-0001796,2026-04-10 16:03:59,배송완료,냐한 남자 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자1496,경상남도,신용카드
20260410-0001797,20260410-0001797,2026-04-10 19:10:50,발송준비,가비지타임 봉제 인형,색상/타입:L,1,39000,0,39000,구매자1702,충청남도,신용카드
20260410-0001798,20260410-0001798,2026-04-10 09:23:23,배송완료,외모지상주의 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자6375,부산광역시,신용카드
20260410-0001799,20260410-0001799,2026-04-10 18:43:24,배송완료,신의 탑 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자3009,대구광역시,네이버페이
20260410-0001800,20260410-0001800,2026-04-10 10:05:22,배송완료,신의 탑 포토카드 세트,색상/타입:3탄,2,9800,0,19600,구매자3267,인천광역시,네이버페이
20260410-0001801,20260410-0001801,2026-04-10 11:46:09,배송완료,신의 탑 2026 다이어리,색상/타입:위클리,3,19000,0,57000,구매자9841,전라북도,신용카드
20260410-0001802,20260410-0001802,2026-04-10 14:41:09,배송완료,가비지타임 스티커팩,색상/타입:기본,2,6500,0,13000,구매자6908,경기도,네이버페이
20260410-0001803,20260410-0001803,2026-04-10 12:57:56,배송중,마루는 강쥐 봉제 인형,색상/타입:S,1,45000,0,45000,구매자5497,경상남도,네이버페이
20260410-0001804,20260410-0001804,2026-04-10 20:41:24,배송완료,마루는 강쥐 티셔츠,색상/타입:L,1,32000,0,32000,구매자3773,인천광역시,신용카드
20260410-0001805,20260410-0001805,2026-04-10 16:50:03,배송완료,신의 탑 스티커팩,색상/타입:기본,1,6500,0,6500,구매자9087,경기도,신용카드
20260410-0001806,20260410-0001806,2026-04-10 19:38:13,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자6746,인천광역시,신용카드
20260410-0001807,20260410-0001807,2026-04-10 16:13:23,취소,마루는 강쥐 봉제 인형,색상/타입:L,3,45000,0,135000,구매자6344,서울특별시,신용카드
20260410-0001808,20260410-0001808,2026-04-10 20:17:53,배송중,가비지타임 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자2094,대구광역시,신용카드
20260410-0001809,20260410-0001809,2026-04-10 15:31:42,취소,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자1536,충청남도,휴대폰
20260410-0001810,20260410-0001810,2026-04-10 07:30:05,배송완료,가비지타임 스티커팩,색상/타입:레어,1,6500,0,6500,구매자9195,서울특별시,휴대폰
20260410-0001811,20260410-0001811,2026-04-10 14:37:43,배송완료,냐한 남자 봉제 인형,색상/타입:M,2,39000,0,78000,구매자3990,경기도,네이버페이
20260410-0001812,20260410-0001812,2026-04-10 18:24:08,배송완료,가비지타임 파우치,색상/타입:네이비,5,22000,0,110000,구매자2042,전라북도,네이버페이
20260410-0001813,20260410-0001813,2026-04-10 11:10:37,배송완료,마루는 강쥐 봉제 인형,색상/타입:S,1,45000,0,45000,구매자8741,경상남도,신용카드
20260410-0001814,20260410-0001814,2026-04-10 17:36:47,배송중,신의 탑 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자3248,충청남도,신용카드
20260410-0001815,20260410-0001815,2026-04-10 13:22:34,배송완료,신의 탑 키링,색상/타입:그린,1,12000,0,12000,구매자1020,경기도,신용카드
20260410-0001816,20260410-0001816,2026-04-10 15:27:56,배송완료,마루는 강쥐 스티커팩,색상/타입:레어,1,6500,0,6500,구매자1347,경기도,네이버페이
20260410-0001817,20260410-0001817,2026-04-10 09:02:18,취소,가비지타임 키링,색상/타입:블루,1,12000,0,12000,구매자7419,전라북도,신용카드
20260410-0001818,20260410-0001818,2026-04-10 22:41:00,배송완료,신의 탑 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자8763,충청남도,네이버페이
20260410-0001819,20260410-0001819,2026-04-10 21:37:13,배송완료,냐한 남자 봉제 인형,색상/타입:S,1,39000,0,39000,구매자4420,충청남도,네이버페이
20260410-0001820,20260410-0001820,2026-04-10 19:47:42,결제완료,마루는 강쥐 키링,색상/타입:그린,4,13500,0,54000,구매자8100,경상남도,신용카드
20260410-0001821,20260410-0001821,2026-04-10 07:38:13,배송완료,가비지타임 파우치,색상/타입:네이비,1,22000,0,22000,구매자4401,전라북도,신용카드
20260410-0001822,20260410-0001822,2026-04-10 10:20:19,배송완료,냐한 남자 티셔츠,색상/타입:XL,1,32000,0,32000,구매자1711,전라북도,신용카드
20260410-0001823,20260410-0001823,2026-04-10 11:11:00,결제완료,마루는 강쥐 봉제 인형,색상/타입:S,1,45000,0,45000,구매자3140,서울특별시,신용카드
20260410-0001824,20260410-0001824,2026-04-10 09:34:25,배송완료,신의 탑 키링,색상/타입:블루,1,12000,0,12000,구매자2911,서울특별시,네이버페이
20260410-0001825,20260410-0001825,2026-04-10 11:25:58,배송중,마루는 강쥐 티셔츠,색상/타입:L,2,32000,0,64000,구매자5778,대구광역시,신용카드
20260410-0001826,20260410-0001826,2026-04-10 17:44:28,배송완료,외모지상주의 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자2720,전라북도,네이버페이
20260410-0001827,20260410-0001827,2026-04-10 17:41:22,배송완료,냐한 남자 티셔츠,색상/타입:L,2,32000,0,64000,구매자8624,인천광역시,신용카드
20260410-0001828,20260410-0001828,2026-04-10 21:34:54,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,3,19000,0,57000,구매자3229,서울특별시,신용카드
20260410-0001829,20260410-0001829,2026-04-10 13:21:38,배송완료,외모지상주의 파우치,색상/타입:핑크,2,22000,0,44000,구매자1342,대구광역시,신용카드
20260410-0001830,20260410-0001830,2026-04-10 13:56:28,취소,마루는 강쥐 키링,색상/타입:블루,1,13500,0,13500,구매자1806,충청남도,네이버페이
20260410-0001831,20260410-0001831,2026-04-10 14:52:48,배송중,냐한 남자 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자5209,경상남도,네이버페이
20260410-0001832,20260410-0001832,2026-04-10 17:47:51,배송중,냐한 남자 머그컵,색상/타입:화이트,1,18000,0,18000,구매자1829,인천광역시,네이버페이
20260410-0001833,20260410-0001833,2026-04-10 10:58:03,배송완료,마루는 강쥐 포토카드 세트,색상/타입:1탄,2,9800,0,19600,구매자4921,서울특별시,신용카드
20260410-0001834,20260410-0001834,2026-04-10 14:08:00,발송준비,가비지타임 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자7136,경상남도,신용카드
20260410-0001835,20260410-0001835,2026-04-10 20:36:37,배송완료,마루는 강쥐 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자6815,부산광역시,신용카드
20260410-0001836,20260410-0001836,2026-04-10 16:02:04,배송완료,냐한 남자 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자2670,대전광역시,신용카드
20260410-0001837,20260410-0001837,2026-04-10 16:54:51,배송완료,냐한 남자 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자4256,대전광역시,신용카드
20260410-0001838,20260410-0001838,2026-04-10 07:21:30,배송완료,냐한 남자 봉제 인형,색상/타입:S,2,39000,0,78000,구매자2452,대전광역시,네이버페이
20260410-0001839,20260410-0001839,2026-04-10 20:29:15,배송완료,외모지상주의 티셔츠,색상/타입:L,1,32000,0,32000,구매자6689,대구광역시,네이버페이
20260410-0001840,20260410-0001840,2026-04-10 17:07:40,배송완료,냐한 남자 스티커팩,색상/타입:레어,2,6500,0,13000,구매자9064,부산광역시,계좌이체
20260410-0001841,20260410-0001841,2026-04-10 15:27:50,배송완료,냐한 남자 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자4647,광주광역시,네이버페이
20260410-0001842,20260410-0001842,2026-04-10 13:08:05,발송준비,마루는 강쥐 파우치,색상/타입:네이비,1,22000,0,22000,구매자6801,대전광역시,네이버페이
20260410-0001843,20260410-0001843,2026-04-10 20:48:05,배송완료,냐한 남자 스티커팩,색상/타입:레어,1,6500,0,6500,구매자5398,대전광역시,계좌이체
20260410-0001844,20260410-0001844,2026-04-10 20:39:01,배송완료,마루는 강쥐 티셔츠,색상/타입:XL,1,32000,0,32000,구매자6537,광주광역시,신용카드
20260410-0001845,20260410-0001845,2026-04-10 19:12:30,배송중,가비지타임 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자3538,대전광역시,네이버페이
20260410-0001846,20260410-0001846,2026-04-10 17:58:36,배송중,마루는 강쥐 스티커팩,색상/타입:기본,1,6500,0,6500,구매자1442,부산광역시,신용카드
20260410-0001847,20260410-0001847,2026-04-10 19:56:04,결제완료,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자7780,충청남도,신용카드
20260410-0001848,20260410-0001848,2026-04-10 21:23:34,배송완료,냐한 남자 머그컵,색상/타입:블랙,1,18000,0,18000,구매자5407,대구광역시,신용카드
20260410-0001849,20260410-0001849,2026-04-10 08:07:07,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,2,15000,0,30000,구매자4689,경기도,신용카드
20260410-0001850,20260410-0001850,2026-04-10 12:52:00,배송완료,가비지타임 키링,색상/타입:그린,1,12000,0,12000,구매자9865,부산광역시,신용카드
20260410-0001851,20260410-0001851,2026-04-10 20:07:57,배송완료,가비지타임 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자6085,광주광역시,네이버페이
20260410-0001852,20260410-0001852,2026-04-10 18:11:11,발송준비,냐한 남자 아크릴 스탠드,색상/타입:A타입,2,15000,0,30000,구매자7347,대구광역시,신용카드
20260410-0001853,20260410-0001853,2026-04-10 12:07:34,결제완료,가비지타임 머그컵,색상/타입:블랙,1,18000,0,18000,구매자8037,부산광역시,계좌이체
20260410-0001854,20260410-0001854,2026-04-10 14:38:29,배송완료,가비지타임 키링,색상/타입:그린,1,12000,0,12000,구매자5229,광주광역시,신용카드
20260410-0001855,20260410-0001855,2026-04-10 10:59:00,배송완료,외모지상주의 포토카드 세트,색상/타입:3탄,2,9800,0,19600,구매자8475,인천광역시,네이버페이
20260410-0001856,20260410-0001856,2026-04-10 16:00:28,결제완료,냐한 남자 티셔츠,색상/타입:M,1,32000,0,32000,구매자7421,서울특별시,신용카드
20260410-0001857,20260410-0001857,2026-04-10 22:52:29,배송완료,마루는 강쥐 파우치,색상/타입:베이지,1,22000,0,22000,구매자9046,경상남도,네이버페이
20260410-0001858,20260410-0001858,2026-04-10 17:40:51,배송완료,가비지타임 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자9290,전라북도,신용카드
20260410-0001859,20260410-0001859,2026-04-10 09:53:17,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자2797,충청남도,신용카드
20260410-0001860,20260410-0001860,2026-04-10 10:42:21,결제완료,신의 탑 머그컵,색상/타입:화이트,1,18000,0,18000,구매자9849,광주광역시,네이버페이
20260410-0001861,20260410-0001861,2026-04-10 20:06:26,배송완료,마루는 강쥐 키링,색상/타입:블루,1,13500,0,13500,구매자2298,인천광역시,휴대폰
20260410-0001862,20260410-0001862,2026-04-10 16:19:56,배송완료,마루는 강쥐 파우치,색상/타입:네이비,2,22000,0,44000,구매자1849,인천광역시,신용카드
20260410-0001863,20260410-0001863,2026-04-10 12:11:08,배송중,신의 탑 스티커팩,색상/타입:기본,3,6500,0,19500,구매자2476,전라북도,네이버페이
20260410-0001864,20260410-0001864,2026-04-10 16:27:29,배송완료,마루는 강쥐 차량용 방향제,색상/타입:시트러스,2,14000,0,28000,구매자8811,부산광역시,계좌이체
20260410-0001865,20260410-0001865,2026-04-10 19:39:29,배송중,마루는 강쥐 티셔츠,색상/타입:L,1,32000,0,32000,구매자6578,부산광역시,네이버페이
20260410-0001866,20260410-0001866,2026-04-10 19:39:40,배송완료,가비지타임 키링,색상/타입:블루,1,12000,0,12000,구매자4569,전라북도,네이버페이
20260410-0001867,20260410-0001867,2026-04-10 17:32:57,배송완료,냐한 남자 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자3569,대구광역시,신용카드
20260410-0001868,20260410-0001868,2026-04-10 13:25:22,결제완료,냐한 남자 키링,색상/타입:블루,3,12000,0,36000,구매자1198,대구광역시,신용카드
20260410-0001869,20260410-0001869,2026-04-10 09:42:17,배송완료,냐한 남자 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자3773,부산광역시,신용카드
20260410-0001870,20260410-0001870,2026-04-10 12:33:14,배송완료,마루는 강쥐 파우치,색상/타입:네이비,2,22000,0,44000,구매자6890,경기도,신용카드
20260410-0001871,20260410-0001871,2026-04-10 17:53:57,배송완료,신의 탑 스티커팩,색상/타입:레어,1,6500,0,6500,구매자6889,서울특별시,신용카드
20260410-0001872,20260410-0001872,2026-04-10 20:03:44,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자6403,대전광역시,네이버페이
20260410-0001873,20260410-0001873,2026-04-10 17:24:25,배송완료,마루는 강쥐 포토카드 세트,색상/타입:1탄,2,9800,0,19600,구매자2368,대전광역시,신용카드
20260410-0001874,20260410-0001874,2026-04-10 19:25:57,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자6054,충청남도,네이버페이
20260410-0001875,20260410-0001875,2026-04-10 16:12:38,배송완료,가비지타임 스티커팩,색상/타입:기본,1,6500,0,6500,구매자6049,대구광역시,네이버페이
20260410-0001876,20260410-0001876,2026-04-10 16:03:29,배송완료,가비지타임 머그컵,색상/타입:화이트,1,18000,0,18000,구매자7580,인천광역시,네이버페이
20260410-0001877,20260410-0001877,2026-04-10 21:03:14,배송완료,냐한 남자 봉제 인형,색상/타입:M,1,39000,0,39000,구매자4438,광주광역시,신용카드
20260410-0001878,20260410-0001878,2026-04-10 10:23:09,배송완료,마루는 강쥐 스티커팩,색상/타입:기본,1,6500,0,6500,구매자3611,대구광역시,신용카드
20260410-0001879,20260410-0001879,2026-04-10 13:21:29,배송완료,신의 탑 차량용 방향제,색상/타입:시트러스,2,14000,0,28000,구매자6423,충청남도,네이버페이
20260410-0001880,20260410-0001880,2026-04-10 09:35:03,배송중,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,3,15000,0,45000,구매자7547,충청남도,신용카드
20260410-0001881,20260410-0001881,2026-04-10 19:37:51,발송준비,마루는 강쥐 키링,색상/타입:옐로우,3,13500,0,40500,구매자3302,부산광역시,네이버페이
20260411-0001882,20260411-0001882,2026-04-11 07:17:00,배송완료,신의 탑 포토카드 세트,색상/타입:1탄,2,9800,0,19600,구매자5321,대전광역시,신용카드
20260411-0001883,20260411-0001883,2026-04-11 16:40:54,배송중,가비지타임 키링,색상/타입:핑크,1,12000,0,12000,구매자7069,전라북도,신용카드
20260411-0001884,20260411-0001884,2026-04-11 19:05:29,결제완료,냐한 남자 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자9391,대전광역시,네이버페이
20260411-0001885,20260411-0001885,2026-04-11 13:37:43,발송준비,냐한 남자 티셔츠,색상/타입:S,1,32000,0,32000,구매자3973,경기도,신용카드
20260411-0001886,20260411-0001886,2026-04-11 06:48:17,배송완료,신의 탑 머그컵,색상/타입:화이트,2,18000,0,36000,구매자6828,전라북도,계좌이체
20260411-0001887,20260411-0001887,2026-04-11 19:41:24,배송완료,가비지타임 파우치,색상/타입:베이지,1,22000,0,22000,구매자3891,광주광역시,네이버페이
20260411-0001888,20260411-0001888,2026-04-11 15:31:55,취소,냐한 남자 봉제 인형,색상/타입:M,1,39000,0,39000,구매자2269,경상남도,신용카드
20260411-0001889,20260411-0001889,2026-04-11 20:35:27,배송완료,가비지타임 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자4987,충청남도,네이버페이
20260411-0001890,20260411-0001890,2026-04-11 19:59:36,배송중,가비지타임 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자8436,서울특별시,신용카드
20260411-0001891,20260411-0001891,2026-04-11 20:45:22,배송완료,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자4335,충청남도,신용카드
20260411-0001892,20260411-0001892,2026-04-11 14:00:07,배송완료,냐한 남자 머그컵,색상/타입:블랙,4,18000,0,72000,구매자4723,대전광역시,네이버페이
20260411-0001893,20260411-0001893,2026-04-11 19:09:24,배송완료,신의 탑 머그컵,색상/타입:화이트,1,18000,0,18000,구매자6172,대전광역시,계좌이체
20260411-0001894,20260411-0001894,2026-04-11 10:43:59,배송완료,가비지타임 머그컵,색상/타입:블랙,3,18000,0,54000,구매자3751,서울특별시,신용카드
20260411-0001895,20260411-0001895,2026-04-11 21:16:01,배송완료,냐한 남자 티셔츠,색상/타입:S,1,32000,0,32000,구매자1415,부산광역시,네이버페이
20260411-0001896,20260411-0001896,2026-04-11 19:20:21,배송완료,냐한 남자 키링,색상/타입:그린,1,12000,0,12000,구매자5787,대구광역시,휴대폰
20260411-0001897,20260411-0001897,2026-04-11 16:25:43,배송완료,마루는 강쥐 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자2624,인천광역시,네이버페이
20260411-0001898,20260411-0001898,2026-04-11 15:01:09,결제완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,5,19000,0,95000,구매자7086,광주광역시,신용카드
20260411-0001899,20260411-0001899,2026-04-11 01:53:42,배송완료,냐한 남자 머그컵,색상/타입:블랙,2,18000,0,36000,구매자2156,인천광역시,네이버페이
20260411-0001900,20260411-0001900,2026-04-11 14:43:16,배송완료,신의 탑 차량용 방향제,색상/타입:우드,3,14000,0,42000,구매자4736,부산광역시,신용카드
20260411-0001901,20260411-0001901,2026-04-11 10:33:40,배송중,냐한 남자 머그컵,색상/타입:블랙,2,18000,0,36000,구매자3512,경상남도,네이버페이
20260411-0001902,20260411-0001902,2026-04-11 12:45:02,배송중,가비지타임 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자5126,광주광역시,신용카드
20260411-0001903,20260411-0001903,2026-04-11 20:27:39,배송완료,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자1622,대구광역시,네이버페이
20260411-0001904,20260411-0001904,2026-04-11 22:58:44,배송완료,가비지타임 머그컵,색상/타입:화이트,1,18000,0,18000,구매자9907,충청남도,네이버페이
20260411-0001905,20260411-0001905,2026-04-11 11:07:15,배송완료,마루는 강쥐 포토카드 세트,색상/타입:3탄,2,9800,0,19600,구매자7004,인천광역시,네이버페이
20260411-0001906,20260411-0001906,2026-04-11 07:35:03,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자8694,대구광역시,네이버페이
20260411-0001907,20260411-0001907,2026-04-11 21:08:38,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자6994,인천광역시,네이버페이
20260411-0001908,20260411-0001908,2026-04-11 21:23:39,배송완료,냐한 남자 스티커팩,색상/타입:기본,1,6500,0,6500,구매자6559,인천광역시,네이버페이
20260411-0001909,20260411-0001909,2026-04-11 16:46:55,발송준비,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자7063,충청남도,신용카드
20260411-0001910,20260411-0001910,2026-04-11 18:01:01,배송완료,가비지타임 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자9274,경상남도,네이버페이
20260411-0001911,20260411-0001911,2026-04-11 13:08:19,배송완료,마루는 강쥐 스티커팩,색상/타입:레어,1,6500,0,6500,구매자5836,부산광역시,네이버페이
20260411-0001912,20260411-0001912,2026-04-11 14:54:07,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자6032,인천광역시,휴대폰
20260411-0001913,20260411-0001913,2026-04-11 21:12:24,배송완료,냐한 남자 봉제 인형,색상/타입:L,1,39000,0,39000,구매자9550,경기도,신용카드
20260411-0001914,20260411-0001914,2026-04-11 09:13:09,배송완료,신의 탑 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자4264,경상남도,신용카드
20260411-0001915,20260411-0001915,2026-04-11 23:29:02,배송완료,신의 탑 키링,색상/타입:퍼플,1,12000,0,12000,구매자2435,서울특별시,신용카드
20260411-0001916,20260411-0001916,2026-04-11 18:26:35,배송완료,마루는 강쥐 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자6046,충청남도,신용카드
20260411-0001917,20260411-0001917,2026-04-11 11:33:39,배송완료,가비지타임 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자3934,경기도,신용카드
20260411-0001918,20260411-0001918,2026-04-11 15:59:10,취소,가비지타임 키링,색상/타입:퍼플,1,12000,0,12000,구매자9812,충청남도,신용카드
20260411-0001919,20260411-0001919,2026-04-11 21:38:02,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,3,19000,0,57000,구매자2382,경기도,네이버페이
20260411-0001920,20260411-0001920,2026-04-11 07:24:38,배송완료,마루는 강쥐 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자7534,경기도,네이버페이
20260411-0001921,20260411-0001921,2026-04-11 12:30:14,발송준비,외모지상주의 키링,색상/타입:블루,2,12000,0,24000,구매자2033,대전광역시,신용카드
20260411-0001922,20260411-0001922,2026-04-11 16:54:01,배송완료,마루는 강쥐 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자3352,경기도,네이버페이
20260411-0001923,20260411-0001923,2026-04-11 10:33:29,배송중,신의 탑 머그컵,색상/타입:블랙,1,18000,0,18000,구매자6555,부산광역시,휴대폰
20260411-0001924,20260411-0001924,2026-04-11 21:41:40,배송완료,마루는 강쥐 스티커팩,색상/타입:레어,1,6500,0,6500,구매자8460,서울특별시,신용카드
20260411-0001925,20260411-0001925,2026-04-11 17:19:44,취소,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,2,15000,0,30000,구매자6174,전라북도,신용카드
20260411-0001926,20260411-0001926,2026-04-11 12:26:02,배송완료,가비지타임 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자8048,경기도,신용카드
20260411-0001927,20260411-0001927,2026-04-11 17:50:19,배송완료,마루는 강쥐 스티커팩,색상/타입:기본,1,6500,0,6500,구매자1875,경상남도,신용카드
20260411-0001928,20260411-0001928,2026-04-11 19:14:16,배송완료,냐한 남자 머그컵,색상/타입:블랙,1,18000,0,18000,구매자2472,광주광역시,신용카드
20260411-0001929,20260411-0001929,2026-04-11 21:35:01,배송중,냐한 남자 키링,색상/타입:옐로우,1,12000,0,12000,구매자7268,부산광역시,신용카드
20260411-0001930,20260411-0001930,2026-04-11 07:50:44,배송완료,냐한 남자 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자1755,서울특별시,신용카드
20260411-0001931,20260411-0001931,2026-04-11 10:03:05,배송완료,가비지타임 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자1551,대전광역시,신용카드
20260411-0001932,20260411-0001932,2026-04-11 12:06:01,배송완료,마루는 강쥐 파우치,색상/타입:핑크,1,22000,0,22000,구매자9566,서울특별시,네이버페이
20260411-0001933,20260411-0001933,2026-04-11 11:17:19,배송완료,가비지타임 키링,색상/타입:퍼플,1,12000,0,12000,구매자4363,서울특별시,신용카드
20260411-0001934,20260411-0001934,2026-04-11 12:44:49,배송완료,가비지타임 머그컵,색상/타입:블랙,1,18000,0,18000,구매자5848,광주광역시,신용카드
20260411-0001935,20260411-0001935,2026-04-11 19:43:20,배송완료,냐한 남자 봉제 인형,색상/타입:M,1,39000,0,39000,구매자1916,인천광역시,휴대폰
20260411-0001936,20260411-0001936,2026-04-11 12:58:06,배송중,마루는 강쥐 키링,색상/타입:블루,5,13500,0,67500,구매자3160,대구광역시,네이버페이
20260411-0001937,20260411-0001937,2026-04-11 17:06:22,배송완료,가비지타임 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자7939,충청남도,신용카드
20260411-0001938,20260411-0001938,2026-04-11 12:02:38,배송중,신의 탑 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자2829,서울특별시,네이버페이
20260411-0001939,20260411-0001939,2026-04-11 17:00:29,배송완료,마루는 강쥐 봉제 인형,색상/타입:S,1,45000,0,45000,구매자5653,전라북도,네이버페이
20260411-0001940,20260411-0001940,2026-04-11 15:19:24,배송완료,마루는 강쥐 봉제 인형,색상/타입:M,2,45000,0,90000,구매자5315,전라북도,신용카드
20260411-0001941,20260411-0001941,2026-04-11 07:23:32,배송완료,외모지상주의 파우치,색상/타입:핑크,2,22000,0,44000,구매자3712,충청남도,네이버페이
20260411-0001942,20260411-0001942,2026-04-11 12:56:50,배송완료,마루는 강쥐 파우치,색상/타입:베이지,2,22000,0,44000,구매자6685,인천광역시,신용카드
20260411-0001943,20260411-0001943,2026-04-11 12:41:46,배송완료,신의 탑 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자3379,충청남도,계좌이체
20260411-0001944,20260411-0001944,2026-04-11 16:48:22,배송완료,가비지타임 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자5931,경기도,네이버페이
20260411-0001945,20260411-0001945,2026-04-11 17:06:58,배송완료,가비지타임 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자4468,경기도,네이버페이
20260411-0001946,20260411-0001946,2026-04-11 23:53:46,배송완료,가비지타임 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자3802,서울특별시,신용카드
20260411-0001947,20260411-0001947,2026-04-11 22:39:39,배송완료,마루는 강쥐 키링,색상/타입:옐로우,1,13500,0,13500,구매자4154,서울특별시,네이버페이
20260411-0001948,20260411-0001948,2026-04-11 21:14:41,발송준비,외모지상주의 봉제 인형,색상/타입:S,1,39000,0,39000,구매자4329,대전광역시,신용카드
20260411-0001949,20260411-0001949,2026-04-11 10:05:15,배송완료,외모지상주의 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자2140,충청남도,신용카드
20260411-0001950,20260411-0001950,2026-04-11 13:21:30,결제완료,냐한 남자 머그컵,색상/타입:블랙,5,18000,0,90000,구매자5520,서울특별시,네이버페이
20260411-0001951,20260411-0001951,2026-04-11 13:05:17,배송완료,가비지타임 봉제 인형,색상/타입:M,1,39000,0,39000,구매자2317,서울특별시,네이버페이
20260411-0001952,20260411-0001952,2026-04-11 09:44:53,배송완료,신의 탑 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자2618,전라북도,네이버페이
20260411-0001953,20260411-0001953,2026-04-11 10:35:35,배송완료,냐한 남자 봉제 인형,색상/타입:S,1,39000,0,39000,구매자8836,충청남도,신용카드
20260411-0001954,20260411-0001954,2026-04-11 15:29:45,배송완료,냐한 남자 스티커팩,색상/타입:레어,1,6500,0,6500,구매자3820,인천광역시,네이버페이
